iter	Passed	Remaining
415	96329	366794
416	96570	366598
417	96831	366476
418	97106	366407
419	97336	366171
420	97568	365940
421	97765	365576
422	97965	365229
423	98176	364919
424	98386	364608
425	98645	364477
426	98875	364241
427	99178	364272
428	99434	364130
429	99685	363966
430	99904	363691
431	100129	363434
432	100330	363091
433	100545	362797
434	100789	362609
435	101179	362947
436	101498	363026
437	101739	362825
438	101920	362410
439	102119	362058
440	102379	361926
441	102613	361699
442	102863	361532
443	103098	361308
444	103327	361064
445	103558	360828
446	103822	360709
447	104088	360592
448	104327	360384
449	104561	360157
450	104767	359834
451	105008	359630
452	105213	359304
453	105401	358922
454	105636	358699
455	105898	358569
456	106192	358544
457	106394	358209
458	106579	357817
459	106778	357475
460	106990	357176
461	107182	356811
462	107378	356459
463	107575	356112
464	107775	355774
465	108011	355557
466	108212	355224
467	108497	355167
468	108734	354951
469	108926	354590
470	109149	354331
471	109342	353973
472	109567	353718
473	109842	353627
474	110061	353355
475	110275	353065
476	110483	352761
477	110643	352298
478	110778	351761
479	110923	351258
480	111088	350817
481	111238	350332
482	111371	349794
483	111509	349274
484	111653	348774
485	111892	348570
486	112129	348361
487	112337	348061
488	112536	347736
489	112854	347775
490	113080	347533
491	113329	347358
492	113594	347236
493	113819	346986
494	113992	346584
495	114203	346293
496	114432	346061
497	114648	345788
498	114809	345349
499	114995	344987
500	115181	344624
501	115441	344485
502	115832	344734
503	115997	344309
504	116157	343873
505	116329	343470
506	116545	343200
507	116742	342872
508	116929	342518
509	117113	342156
510	117321	341863
511	117503	341495
512	117661	341057
513	117887	340818
514	118161	340717
515	118342	340349
516	118566	340104
517	118780	339832
518	118972	339495
519	119251	339409
520	119549	339374
521	119781	339152
522	120012	338925
523	120268	338772
524	120490	338520
525	120786	338476
526	121022	338266
527	121276	338104
528	121580	338079
529	121919	338153
530	122172	337986
531	122369	337665
532	122569	337353
533	122805	337140
534	123067	336996
535	123285	336733
536	123478	336404
537	123663	336051
538	123890	335815
539	124158	335688
540	124393	335471
541	124660	335341
542	124906	335152
543	125199	335093
544	125447	334909
545	125721	334795
546	126014	334732
547	126279	334593
548	126561	334500
549	126889	334527
550	127193	334489
551	127527	334528
552	127828	334480
553	128110	334383
554	128454	334444
555	128819	334560
556	129092	334435
557	129343	334253
558	129549	333955
559	129795	333758
560	130051	333590
561	130239	333245
562	130435	332922
563	130649	332647
564	130894	332448
565	131192	332384
566	131430	332170
567	131660	331932
568	131902	331725
569	132134	331494
570	132325	331160
571	132572	330968
572	132770	330652
573	132991	330394
574	133175	330043
575	133409	329817
576	133629	329556
577	133854	329309
578	134083	329073
579	134289	328778
580	134473	328429
581	134663	328097
582	134888	327851
583	135131	327646
584	135392	327488
585	135626	327263
586	135893	327117
587	136140	326923
588	136340	326614
589	136553	326339
590	136767	326066
591	136974	325776
592	137151	325417
593	137339	325083
594	137535	324769
595	137811	324643
596	138130	324618
597	138354	324370
598	138610	324196
599	138803	323874
600	139001	323566
601	139216	323296
602	139433	323031
603	139629	322720
604	139836	322431
605	140068	322203
606	140331	322046
607	140516	321708
608	140687	321339
609	140883	321028
610	141063	320681
611	141250	320352
612	141427	319999
613	141611	319663
614	141926	319622
615	142246	319593
616	142537	319497
617	142738	319199
618	142998	319032
619	143230	318802
620	143408	318454
621	143646	318238
622	143929	318123
623	144246	318081
624	144499	317898
625	144851	317932
626	145101	317742
627	145355	317559
628	145544	317235
629	145741	316930
630	145924	316594
631	146150	316351
632	146353	316058
633	146538	315729
634	146729	315411
635	146944	315145
636	147220	315010
637	147400	314671
638	147591	314354
639	147823	314125
640	148118	314029
641	148394	313892
642	148637	313688
643	148847	313412
644	149064	313151
645	149349	313032
646	149596	312834
647	149791	312527
648	149988	312225
649	150173	311898
650	150370	311596
651	150577	311317
652	150784	311035
653	151045	310867
654	151335	310756
655	151571	310536
656	151823	310349
657	152107	310225
658	152411	310141
659	152653	309933
660	152855	309642
661	153074	309386
662	153305	309154
663	153518	308885
664	153834	308825
665	154167	308797
666	154395	308558
667	154622	308319
668	154814	308008
669	155006	307700
670	155241	307474
671	155427	307154
672	155643	306892
673	155832	306577
674	156027	306275
675	156299	306124
676	156600	306029
677	156844	305824
678	157042	305526
679	157221	305194
680	157413	304886
681	157604	304578
682	157793	304267
683	158033	304052
684	158246	303786
685	158598	303786
686	158911	303712
687	159109	303418
688	159301	303112
689	159539	302894
690	159797	302712
691	160039	302502
692	160232	302198
693	160485	302008
694	160698	301742
695	160909	301473
696	161138	301238
697	161341	300955
698	161530	300646
699	161746	300387
700	161975	300151
701	162279	300056
702	162697	300169
703	162940	299958
704	163170	299724
705	163594	299846
706	163915	299777
707	164226	299689
708	164451	299444
709	164657	299167
710	164847	298859
711	165077	298622
712	165288	298353
713	165504	298093
714	165805	297985
715	166119	297901
716	166395	297749
717	166631	297523
718	166823	297220
719	167012	296911
720	167227	296648
721	167466	296429
722	167726	296247
723	168027	296136
724	168231	295855
725	168515	295714
726	168805	295583
727	169077	295421
728	169523	295561
729	169824	295448
730	170091	295275
731	170454	295267
732	170677	295017
733	170894	294757
734	171149	294563
735	171439	294428
736	171887	294563
737	172216	294495
738	172518	294379
739	172800	294228
740	172986	293913
741	173189	293628
742	173496	293519
743	173739	293302
744	174016	293141
745	174257	292920
746	174476	292662
747	174670	292362
748	174922	292160
749	175139	291899
750	175359	291643
751	175606	291431
752	175866	291241
753	176105	291017
754	176299	290719
755	176492	290418
756	176750	290225
757	177037	290079
758	177306	289904
759	177543	289676
760	177818	289510
761	178090	289338
762	178368	289175
763	178556	288869
764	178781	288621
765	179036	288421
766	179248	288152
767	179554	288034
768	179775	287781
769	179972	287488
770	180158	287178
771	180349	286876
772	180543	286580
773	180736	286283
774	180936	285995
775	181233	285862
776	181459	285617
777	181661	285334
778	181912	285128
779	182122	284858
780	182379	284662
781	182651	284488
782	182957	284367
783	183212	284166
784	183522	284051
785	183855	283970
786	184243	283974
787	184520	283805
788	184766	283590
789	184963	283298
790	185164	283013
791	185350	282706
792	185534	282395
793	185717	282085
794	185901	281774
795	186099	281487
796	186298	281200
797	186526	280958
798	186710	280649
799	186922	280384
800	187106	280076
801	187295	279775
802	187482	279472
803	187744	279281
804	188039	279139
805	188284	278923
806	188547	278732
807	188857	278611
808	189111	278407
809	189348	278178
810	189655	278052
811	189945	277900
812	190226	277735
813	190591	277692
814	190806	277429
815	191174	277389
816	191535	277339
817	191762	277093
818	191970	276821
819	192191	276568
820	192393	276287
821	192584	275991
822	192775	275695
823	193025	275483
824	193257	275245
825	193575	275129
826	193836	274934
827	194036	274651
828	194240	274373
829	194429	274075
830	194612	273768
831	194803	273474
832	194990	273173
833	195167	272860
834	195357	272565
835	195540	272259
836	195761	272008
837	196020	271808
838	196239	271554
839	196480	271330
840	196754	271151
841	196968	270890
842	197166	270606
843	197356	270312
844	197540	270010
845	197729	269715
846	197945	269458
847	198190	269240
848	198448	269039
849	198636	268742
850	198838	268467
851	199051	268206
852	199248	267922
853	199431	267621
854	199623	267332
855	199826	267057
856	200034	266790
857	200226	266501
858	200435	266236
859	200677	266014
860	200921	265794
861	201115	265509
862	201339	265264
863	201516	264956
864	201721	264686
865	201957	264456
866	202156	264178
867	202341	263883
868	202522	263581
869	202819	263431
870	203073	263226
871	203323	263014
872	203527	262743
873	203714	262451
874	203892	262147
875	204069	261842
876	204261	261556
877	204508	261342
878	204701	261058
879	204883	260760
880	205145	260565
881	205386	260342
882	205622	260114
883	205848	259872
884	206031	259576
885	206250	259326
886	206492	259105
887	206680	258816
888	206893	258559
889	207125	258325
890	207379	258119
891	207633	257913
892	207862	257674
893	208151	257511
894	208432	257338
895	208675	257117
896	208842	256804
897	208973	256445
898	209113	256100
899	209250	255750
900	209393	255408
901	209557	255093
902	209711	254765
903	209853	254423
904	210015	254107
905	210142	253748
906	210295	253421
907	210433	253076
908	210570	252731
909	210706	252385
910	210877	252081
911	211014	251736
912	211139	251378
913	211278	251037
914	211406	250684
915	211541	250338
916	211691	250012
917	211866	249715
918	211999	249369
919	212126	249018
920	212265	248680
921	212407	248346
922	212557	248021
923	212691	247680
924	212833	247346
925	212975	247014
926	213112	246676
927	213270	246363
928	213396	246014
929	213530	245675
930	213669	245341
931	213821	245023
932	214011	244747
933	214155	244421
934	214288	244082
935	214422	243745
936	214556	243407
937	214680	243060
938	214812	242721
939	214954	242395
940	215204	242191
941	215537	242079
942	215790	241877
943	215965	241588
944	216192	241357
945	216513	241231
946	216714	240972
947	216924	240722
948	217167	240509
949	217376	240257
950	217660	240089
951	217965	239944
952	218226	239751
953	218480	239549
954	218884	239512
955	219278	239463
956	219492	239217
957	219693	238956
958	219971	238779
959	220225	238578
960	220480	238376
961	220751	238190
962	221056	238042
963	221256	237781
964	221482	237548
965	221761	237371
966	222029	237183
967	222252	236947
968	222438	236671
969	222648	236420
970	222837	236148
971	223060	235912
972	223277	235668
973	223458	235388
974	223643	235112
975	223836	234844
976	224029	234577
977	224211	234298
978	224424	234052
979	224671	233841
980	224962	233676
981	225314	233574
982	225673	233479
983	226035	233386
984	226343	233236
985	226632	233068
986	226944	232923
987	227207	232726
988	227397	232456
989	227606	232204
990	227833	231971
991	228036	231714
992	228215	231433
993	228445	231203
994	228683	230981
995	228920	230759
996	229139	230518
997	229340	230259
998	229559	230018
999	229772	229772
1000	230021	229562
1001	230237	229317
1002	230438	229059
1003	230637	228800
1004	230825	228529
1005	231012	228257
1006	231191	227977
1007	231383	227710
1008	231576	227444
1009	231785	227195
1010	232029	226979
1011	232273	226765
1012	232534	226566
1013	232773	226345
1014	232959	226073
1015	233180	225836
1016	233494	225688
1017	233675	225412
1018	233916	225193
1019	234079	224899
1020	234232	224597
1021	234461	224366
1022	234668	224116
1023	234847	223839
1024	235028	223563
1025	235222	223301
1026	235389	223012
1027	235534	222703
1028	235670	222386
1029	235814	222077
1030	235945	221756
1031	236086	221445
1032	236214	221122
1033	236351	220808
1034	236502	220507
1035	236654	220207
1036	236803	219905
1037	236937	219589
1038	237086	219287
1039	237213	218965
1040	237352	218656
1041	237498	218352
1042	237639	218045
1043	237807	217762
1044	237970	217475
1045	238125	217181
1046	238307	216912
1047	238487	216640
1048	238652	216356
1049	238821	216076
1050	238963	215772
1051	239108	215470
1052	239243	215160
1053	239378	214850
1054	239526	214552
1055	239653	214235
1056	239800	213937
1057	239962	213652
1058	240118	213362
1059	240255	213056
1060	240394	212752
1061	240564	212475
1062	240707	212176
1063	240843	211869
1064	241001	211583
1065	241203	211335
1066	241345	211036
1067	241481	210730
1068	241612	210421
1069	241776	210141
1070	241942	209863
1071	242153	209625
1072	242329	209356
1073	242539	209117
1074	242678	208815
1075	242818	208516
1076	242949	208209
1077	243090	207912
1078	243256	207636
1079	243382	207325
1080	243522	207027
1081	243665	206733
1082	243871	206491
1083	244031	206211
1084	244205	205942
1085	244380	205675
1086	244575	205425
1087	244756	205163
1088	244934	204899
1089	245073	204603
1090	245205	204300
1091	245364	204021
1092	245513	203733
1093	245645	203431
1094	245786	203138
1095	245917	202836
1096	246090	202570
1097	246264	202304
1098	246503	202092
1099	246836	201956
1100	246967	201656
1101	247131	201383
1102	247271	201090
1103	247401	200789
1104	247566	200517
1105	247701	200221
1106	247839	199928
1107	247978	199636
1108	248109	199338
1109	248244	199043
1110	248369	198740
1111	248507	198448
1112	248640	198152
1113	248802	197880
1114	248969	197612
1115	249157	197361
1116	249338	197104
1117	249520	196848
1118	249668	196566
1119	249885	196338
1120	250045	196066
1121	250171	195766
1122	250313	195481
1123	250444	195186
1124	250583	194897
1125	250717	194606
1126	250864	194325
1127	250998	194034
1128	251126	193739
1129	251271	193457
1130	251445	193197
1131	251617	192936
1132	251801	192685
1133	252013	192454
1134	252165	192178
1135	252299	191889
1136	252427	191596
1137	252563	191308
1138	252700	191022
1139	252840	190739
1140	252967	190446
1141	253101	190158
1142	253240	189874
1143	253371	189585
1144	253503	189297
1145	253647	189018
1146	253811	188754
1147	253938	188462
1148	254084	188185
1149	254249	187923
1150	254405	187654
1151	254604	187417
1152	254773	187158
1153	254999	186940
1154	255282	186765
1155	255434	186493
1156	255581	186218
1157	255774	185977
1158	255917	185700
1159	256158	185494
1160	256339	185244
1161	256495	184977
1162	256672	184724
1163	256845	184470
1164	257028	184222
1165	257195	183963
1166	257370	183709
1167	257503	183427
1168	257630	183139
1169	257775	182866
1170	257922	182593
1171	258071	182323
1172	258198	182037
1173	258331	181755
1174	258455	181468
1175	258624	181213
1176	258795	180958
1177	258994	180724
1178	259172	180475
1179	259360	180233
1180	259541	179986
1181	259690	179718
1182	259835	179447
1183	259960	179161
1184	260129	178907
1185	260309	178660
1186	260445	178384
1187	260581	178107
1188	260737	177845
1189	260892	177582
1190	261026	177304
1191	261153	177023
1192	261283	176744
1193	261485	176513
1194	261721	176306
1195	261943	176088
1196	262169	175874
1197	262364	175639
1198	262575	175415
1199	262818	175212
1200	263085	175025
1201	263231	174757
1202	263371	174486
1203	263523	174222
1204	263653	173945
1205	263824	173695
1206	263981	173435
1207	264115	173161
1208	264245	172885
1209	264370	172605
1210	264505	172332
1211	264652	172067
1212	264791	171797
1213	264919	171521
1214	265068	171258
1215	265247	171015
1216	265401	170755
1217	265557	170497
1218	265703	170233
1219	265838	169962
1220	265966	169687
1221	266101	169416
1222	266233	169144
1223	266360	168869
1224	266533	168623
1225	266685	168364
1226	266848	168112
1227	266985	167844
1228	267113	167571
1229	267245	167300
1230	267388	167036
1231	267551	166785
1232	267695	166522
1233	267841	166261
1234	268044	166035
1235	268257	165815
1236	268384	165543
1237	268519	165276
1238	268644	165002
1239	268784	164738
1240	268907	164464
1241	269039	164196
1242	269166	163925
1243	269328	163675
1244	269476	163417
1245	269632	163164
1246	269763	162896
1247	269889	162625
1248	270049	162375
1249	270187	162112
1250	270326	161850
1251	270528	161625
1252	270660	161359
1253	270791	161092
1254	270916	160823
1255	271050	160558
1256	271176	160289
1257	271310	160025
1258	271447	159763
1259	271594	159507
1260	271781	159275
1261	271938	159026
1262	272089	158772
1263	272268	158536
1264	272529	158347
1265	272719	158116
1266	272898	157880
1267	273088	157650
1268	273245	157401
1269	273374	157136
1270	273522	156882
1271	273702	156647
1272	273872	156406
1273	274035	156161
1274	274182	155907
1275	274343	155661
1276	274474	155399
1277	274620	155145
1278	274775	154897
1279	274902	154632
1280	275052	154381
1281	275330	154202
1282	275489	153956
1283	275625	153697
1284	275756	153436
1285	275905	153185
1286	276067	152942
1287	276247	152708
1288	276393	152455
1289	276526	152196
1290	276670	151943
1291	276807	151687
1292	276964	151441
1293	277112	151191
1294	277269	150945
1295	277395	150684
1296	277528	150426
1297	277657	150166
1298	277812	149920
1299	277942	149661
1300	278076	149404
1301	278237	149162
1302	278410	148926
1303	278541	148669
1304	278688	148420
1305	278839	148173
1306	278969	147915
1307	279108	147663
1308	279263	147418
1309	279407	147168
1310	279544	146915
1311	279687	146665
1312	279854	146427
1313	279983	146171
1314	280111	145913
1315	280244	145659
1316	280377	145404
1317	280557	145174
1318	280681	144915
1319	280814	144662
1320	280938	144403
1321	281073	144151
1322	281207	143898
1323	281338	143643
1324	281475	143393
1325	281628	143150
1326	281765	142899
1327	281890	142643
1328	282040	142399
1329	282188	142155
1330	282331	141908
1331	282463	141655
1332	282651	141431
1333	282801	141188
1334	282926	140933
1335	283072	140688
1336	283202	140436
1337	283333	140184
1338	283480	139940
1339	283618	139692
1340	283823	139477
1341	283972	139235
1342	284120	138992
1343	284272	138751
1344	284416	138507
1345	284576	138271
1346	284764	138048
1347	284937	137818
1348	285087	137577
1349	285270	137352
1350	285427	137114
1351	285585	136878
1352	285790	136664
1353	285999	136451
1354	286125	136200
1355	286262	135953
1356	286423	135718
1357	286579	135481
1358	286708	135232
1359	286863	134994
1360	287046	134770
1361	287231	134547
1362	287392	134313
1363	287563	134083
1364	287727	133851
1365	287896	133621
1366	288068	133392
1367	288249	133168
1368	288409	132933
1369	288565	132697
1370	288737	132469
1371	288902	132238
1372	289071	132008
1373	289278	131796
1374	289483	131583
1375	289735	131391
1376	290077	131240
1377	290255	131015
1378	290441	130793
1379	290614	130566
1380	290779	130334
1381	290961	130111
1382	291131	129882
1383	291320	129662
1384	291554	129462
1385	291736	129239
1386	291947	129029
1387	292164	128821
1388	292327	128590
1389	292491	128359
1390	292652	128127
1391	292812	127894
1392	292965	127659
1393	293102	127417
1394	293243	127177
1395	293381	126935
1396	293529	126698
1397	293696	126470
1398	293859	126239
1399	293993	125997
1400	294125	125753
1401	294260	125512
1402	294415	125278
1403	294576	125048
1404	294731	124815
1405	294864	124572
1406	295003	124333
1407	295134	124090
1408	295272	123851
1409	295407	123610
1410	295545	123370
1411	295679	123129
1412	295840	122900
1413	296002	122671
1414	296137	122431
1415	296275	122192
1416	296406	121951
1417	296551	121715
1418	296752	121503
1419	296919	121276
1420	297085	121050
1421	297250	120823
1422	297416	120596
1423	297565	120363
1424	297734	120138
1425	297895	119910
1426	298140	119715
1427	298315	119493
1428	298501	119275
1429	298658	119045
1430	298824	118819
1431	298988	118593
1432	299134	118359
1433	299275	118124
1434	299416	117888
1435	299589	117666
1436	299777	117449
1437	299935	117220
1438	300092	116992
1439	300310	116787
1440	300481	116564
1441	300666	116346
1442	300859	116132
1443	300999	115897
1444	301192	115682
1445	301422	115482
1446	301634	115275
1447	301781	115043
1448	301919	114808
1449	302067	114577
1450	302261	114363
1451	302549	114185
1452	302839	114007
1453	303054	113801
1454	303456	113665
1455	303752	113489
1456	303916	113264
1457	304088	113042
1458	304276	112826
1459	304503	112624
1460	304724	112420
1461	304971	112226
1462	305334	112074
1463	305636	111899
1464	306022	111755
1465	306303	111572
1466	306628	111406
1467	307129	111303
1468	307506	111154
1469	307786	110970
1470	308063	110785
1471	308386	110616
1472	308669	110433
1473	308998	110266
1474	309340	110104
1475	309760	109969
1476	310237	109854
1477	310587	109693
1478	310865	109506
1479	311098	109304
1480	311330	109102
1481	311601	108913
1482	311910	108737
1483	312286	108584
1484	312603	108411
1485	312929	108240
1486	313236	108063
1487	313585	107900
1488	313997	107758
1489	314251	107562
1490	314567	107387
1491	314812	107188
1492	315058	106989
1493	315362	106809
1494	315671	106631
1495	315999	106459
1496	316338	106291
1497	316653	106114
1498	317101	105982
1499	317360	105786
1500	317645	105599
1501	318014	105440
1502	318466	105307
1503	318731	105113
1504	319011	104924
1505	319300	104737
1506	319623	104561
1507	319945	104385
1508	320240	104200
1509	320508	104005
1510	320757	103805
1511	321013	103607
1512	321293	103417
1513	321621	103241
1514	322065	103103
1515	322354	102915
1516	322675	102737
1517	322995	102558
1518	323371	102397
1519	323766	102242
1520	324141	102080
1521	324418	101887
1522	324731	101705
1523	325014	101513
1524	325298	101322
1525	325620	101142
1526	325987	100977
1527	326316	100799
1528	326595	100606
1529	326871	100411
1530	327252	100249
1531	327552	100061
1532	327878	99882
1533	328145	99684
1534	328423	99489
1535	328734	99305
1536	329151	99152
1537	329540	98990
1538	329923	98826
1539	330280	98655
1540	330582	98466
1541	330907	98285
1542	331224	98100
1543	331419	97880
1544	331632	97665
1545	331905	97467
1546	332123	97254
1547	332323	97035
1548	332519	96814
1549	332697	96589
1550	332874	96363
1551	333053	96139
1552	333365	95952
1553	333663	95761
1554	333886	95549
1555	334107	95336
1556	334290	95112
1557	334473	94889
1558	334657	94665
1559	334835	94440
1560	335008	94214
1561	335238	94004
1562	335420	93780
1563	335649	93569
1564	335878	93359
1565	336094	93145
1566	336280	92922
1567	336454	92696
1568	336660	92479
1569	336849	92258
1570	337026	92033
1571	337202	91808
1572	337378	91583
1573	337549	91357
1574	337742	91136
1575	337957	90922
1576	338121	90694
1577	338304	90471
1578	338517	90257
1579	338742	90045
1580	338993	89840
1581	339263	89641
1582	339573	89451
1583	339870	89258
1584	340158	89063
1585	340353	88843
1586	340571	88630
1587	340785	88415
1588	340977	88194
1589	341158	87971
1590	341357	87753
1591	341580	87540
1592	341761	87317
1593	341943	87094
1594	342185	86887
1595	342439	86682
1596	342621	86460
1597	342807	86238
1598	343068	86035
1599	343271	85817
1600	343472	85599
1601	343720	85393
1602	343905	85171
1603	344110	84955
1604	344313	84737
1605	344525	84522
1606	344715	84301
1607	344894	84078
1608	345088	83859
1609	345291	83642
1610	345520	83430
1611	345758	83222
1612	346065	83029
1613	346323	82825
1614	346518	82606
1615	346751	82396
1616	346994	82188
1617	347188	81969
1618	347367	81746
1619	347599	81535
1620	347769	81310
1621	347921	81081
1622	348128	80865
1623	348344	80651
1624	348540	80432
1625	348738	80214
1626	348930	79994
1627	349177	79787
1628	349414	79578
1629	349629	79363
1630	349842	79148
1631	350064	78936
1632	350262	78717
1633	350450	78497
1634	350632	78275
1635	350809	78052
1636	351044	77842
1637	351363	77651
1638	351638	77450
1639	351898	77246
1640	352155	77040
1641	352324	76816
1642	352539	76601
1643	352714	76378
1644	352874	76152
1645	353058	75931
1646	353241	75709
1647	353426	75489
1648	353627	75271
1649	353835	75055
1650	354018	74834
1651	354218	74617
1652	354413	74398
1653	354585	74175
1654	354766	73954
1655	354935	73730
1656	355130	73512
1657	355299	73288
1658	355487	73068
1659	355660	72846
1660	355890	72635
1661	356081	72416
1662	356267	72196
1663	356493	71984
