iter	Passed	Remaining
1664	356687	71765
1665	356873	71545
1666	357083	71330
1667	357256	71108
1668	357407	70881
1669	357599	70663
1670	357796	70445
1671	358044	70238
1672	358258	70024
1673	358429	69801
1674	358605	69580
1675	358787	69359
1676	358971	69140
1677	359144	68918
1678	359314	68695
1679	359514	68479
1680	359690	68257
1681	359871	68037
1682	360050	67817
1683	360295	67608
1684	360476	67388
1685	360652	67167
1686	360812	66943
1687	360991	66723
1688	361156	66500
1689	361314	66276
1690	361499	66057
1691	361668	65835
1692	361842	65614
1693	362021	65394
1694	362198	65174
1695	362383	64955
1696	362599	64742
1697	362769	64520
1698	362930	64297
1699	363119	64079
1700	363288	63858
1701	363482	63641
1702	363685	63426
1703	363883	63209
1704	364126	63001
1705	364338	62787
1706	364562	62575
1707	364802	62366
1708	364977	62146
1709	365150	61926
1710	365316	61704
1711	365480	61482
1712	365652	61262
1713	365849	61046
1714	366072	60834
1715	366257	60615
1716	366462	60401
1717	366674	60187
1718	366894	59975
1719	367114	59762
1720	367328	59549
1721	367510	59330
1722	367691	59112
1723	367869	58893
1724	368050	58674
1725	368237	58457
1726	368407	58237
1727	368580	58017
1728	368785	57802
1729	369012	57591
1730	369238	57380
1731	369412	57160
1732	369759	56968
1733	370168	56784
1734	370440	56580
1735	370620	56361
1736	370801	56143
1737	370985	55925
1738	371147	55704
1739	371399	55496
1740	371577	55277
1741	371775	55062
1742	371960	54844
1743	372120	54623
1744	372309	54406
1745	372504	54190
1746	372678	53971
1747	372862	53753
1748	373042	53535
1749	373210	53315
1750	373389	53097
1751	373637	52889
1752	373823	52672
1753	374006	52454
1754	374185	52236
1755	374379	52020
1756	374619	51811
1757	374856	51601
1758	375047	51385
1759	375242	51169
1760	375437	50953
1761	375654	50741
1762	375905	50532
1763	376075	50313
1764	376243	50094
1765	376421	49876
1766	376599	49659
1767	376793	49443
1768	376999	49229
1769	377177	49011
1770	377363	48795
1771	377580	48582
1772	377788	48368
1773	378021	48158
1774	378207	47941
1775	378475	47735
1776	378715	47525
1777	378876	47306
1778	379056	47089
1779	379276	46876
1780	379469	46661
1781	379665	46446
1782	379910	46236
1783	380158	46028
1784	380415	45820
1785	380606	45604
1786	380791	45388
1787	381029	45177
1788	381261	44967
1789	381483	44755
1790	381674	44539
1791	381852	44322
1792	382121	44115
1793	382321	43900
1794	382530	43687
1795	382699	43469
1796	383063	43273
1797	383370	43070
1798	383609	42860
1799	383856	42650
1800	384109	42441
1801	384337	42230
1802	384802	42044
1803	385197	41850
1804	385530	41650
1805	385806	41443
1806	386067	41234
1807	386324	41025
1808	386662	40825
1809	387058	40630
1810	387489	40439
1811	387902	40245
1812	388091	40029
1813	388386	39823
1814	388652	39614
1815	388995	39413
1816	389244	39202
1817	389470	38989
1818	389734	38780
1819	389929	38564
1820	390157	38351
1821	390368	38136
1822	390546	37919
1823	390727	37701
1824	390903	37483
1825	391149	37272
1826	391540	37075
1827	392075	36891
1828	392374	36684
1829	392587	36469
1830	392803	36255
1831	392996	36039
1832	393159	35819
1833	393329	35601
1834	393572	35389
1835	393874	35182
1836	394218	34979
1837	394463	34767
1838	394865	34569
1839	395136	34359
1840	395322	34142
1841	395559	33929
1842	395837	33720
1843	396012	33502
1844	396345	33297
1845	396592	33085
1846	396817	32871
1847	397093	32661
1848	397383	32452
1849	397586	32236
1850	397783	32020
1851	397984	31804
1852	398196	31589
1853	398405	31373
1854	398605	31157
1855	398860	30946
1856	399099	30733
1857	399333	30519
1858	399619	30310
1859	399878	30098
1860	400121	29885
1861	400317	29669
1862	400495	29451
1863	400826	29244
1864	401128	29036
1865	401322	28819
1866	401506	28602
1867	401745	28388
1868	401941	28172
1869	402126	27955
1870	402331	27739
1871	402507	27521
1872	402696	27305
1873	402858	27086
1874	403003	26866
1875	403161	26648
1876	403332	26430
1877	403476	26210
1878	403623	25991
1879	403775	25772
1880	403924	25553
1881	404072	25335
1882	404218	25116
1883	404361	24896
1884	404507	24678
1885	404652	24459
1886	404803	24241
1887	404951	24022
1888	405097	23804
1889	405240	23585
1890	405417	23368
1891	405586	23151
1892	405783	22936
1893	405929	22718
1894	406075	22500
1895	406218	22282
1896	406360	22063
1897	406507	21846
1898	406658	21628
1899	406812	21411
1900	406974	21194
1901	407119	20976
1902	407262	20759
1903	407404	20541
1904	407592	20326
1905	407748	20109
1906	407895	19892
1907	408045	19675
1908	408184	19457
1909	408329	19240
1910	408474	19023
1911	408618	18806
1912	408767	18590
1913	408912	18373
1914	409055	18156
1915	409200	17939
1916	409344	17723
1917	409486	17506
1918	409644	17290
1919	409824	17076
1920	409967	16859
1921	410113	16643
1922	410256	16427
1923	410404	16211
1924	410549	15995
1925	410696	15779
1926	410848	15564
1927	410989	15348
1928	411133	15132
1929	411279	14916
1930	411423	14701
1931	411599	14486
1932	411757	14271
1933	411922	14057
1934	412090	13842
1935	412232	13627
1936	412374	13412
1937	412516	13197
1938	412661	12982
1939	412812	12767
1940	412953	12552
1941	413113	12338
1942	413290	12124
1943	413510	11911
1944	413710	11698
1945	413916	11485
1946	414090	11272
1947	414327	11060
1948	414502	10846
1949	414648	10632
1950	414844	10418
1951	415022	10205
1952	415171	9991
1953	415340	9777
1954	415487	9563
1955	415662	9350
1956	415836	9136
1957	416023	8923
1958	416241	8711
1959	416419	8498
1960	416620	8285
1961	416789	8072
1962	416937	7858
1963	417080	7645
1964	417240	7431
1965	417444	7219
1966	417700	7007
1967	417884	6794
1968	418052	6581
1969	418262	6369
1970	418435	6156
1971	418651	5944
1972	418853	5731
1973	419079	5519
1974	419222	5306
1975	419355	5093
1976	419512	4880
1977	419685	4667
1978	419834	4455
1979	419974	4242
1980	420112	4029
1981	420379	3817
1982	420537	3605
1983	420676	3392
1984	420831	3180
1985	421006	2967
1986	421136	2755
1987	421272	2542
1988	421396	2330
1989	421534	2118
1990	421658	1906
1991	421796	1693
1992	421920	1481
1993	422051	1269
1994	422183	1058
1995	422313	846
1996	422437	634
1997	422596	423
1998	422750	211
1999	422876	0
